Player,Season,Team,S/C,Pos,GP,G,A,P,+/-,PIM,P/GP,EVG,EVP,PPG,PPP,SHG,SHP,OTG,GWG,S,S%,TOI/GP,FOW%
Scott Mayfield,20182019,NYI,R,D,79,4,15,19,18,68,0.24,3,18,0,0,1,1,0,0,104,3.9,18:44,0
Christian Fischer,20182019,ARI,R,R,71,11,7,18,-13,27,0.25,11,18,0,0,0,0,0,0,116,9.5,13:10,28.6
Ryan Carpenter,20182019,VGK,R,C,68,5,13,18,-6,8,0.26,4,16,0,0,1,2,0,0,102,4.9,12:37,52.6
Alec Martinez,20182019,LAK,L,D,60,4,14,18,-2,8,0.3,4,16,0,2,0,0,0,2,78,5.1,21:22,--
Tyler Ennis,20182019,TOR,L,C,51,12,6,18,-6,2,0.35,10,13,2,5,0,0,0,1,81,14.8,9:56,100
Henrik Borgstrom,20182019,FLA,L,C,50,8,10,18,-14,4,0.36,5,11,3,7,0,0,0,0,54,14.8,12:00,40.7
Devon Toews,20182019,NYI,L,D,48,5,13,18,7,4,0.38,4,14,1,4,0,0,1,2,81,6.2,17:54,0
Jujhar Khaira,20182019,EDM,L,L,60,3,15,18,-12,43,0.3,2,16,0,0,1,2,0,0,64,4.7,12:34,43.7
Jonas Brodin,20182019,MIN,L,D,82,4,14,18,-15,30,0.22,3,16,0,1,1,1,0,2,111,3.6,20:33,--
Blake Comeau,20182019,DAL,R,L,77,7,11,18,-7,42,0.23,7,18,0,0,0,0,0,2,102,6.9,15:44,43.9
Michael Rasmussen,20182019,DET,L,C,62,8,10,18,-8,29,0.29,4,14,4,4,0,0,0,0,74,10.8,12:05,35.9
Brandon Pirri,20182019,VGK,L,C,31,12,6,18,7,6,0.58,9,14,3,4,0,0,0,3,82,14.6,14:27,44.1
Michael Raffl,20182019,PHI,L,L,67,6,12,18,-1,32,0.27,5,17,0,0,1,1,0,1,65,9.2,11:25,41.2
Conor Garland,20182019,ARI,R,R,47,13,5,18,1,12,0.38,9,12,4,6,0,0,0,2,118,11,12:47,55.6
Austin Czarnik,20182019,CGY,R,C,54,6,12,18,-1,8,0.33,6,15,0,3,0,0,0,3,65,9.2,11:20,46.9
Zemgus Girgensons,20182019,BUF,L,L,72,5,13,18,-11,17,0.25,5,18,0,0,0,0,0,0,78,6.4,13:37,40.6
Matt Grzelcyk,20182019,BOS,L,D,66,3,15,18,9,68,0.27,2,12,1,6,0,0,0,0,90,3.3,19:08,--
Luke Kunin,20182019,MIN,R,C,49,6,11,17,-9,27,0.35,6,16,0,1,0,0,0,1,88,6.8,15:53,44
Sami Vatanen,20182019,NJD,R,D,50,4,13,17,-17,22,0.34,1,12,3,5,0,0,0,0,107,3.7,21:44,--
Anton Stralman,20182019,TBL,R,D,47,2,15,17,12,8,0.36,2,16,0,1,0,0,0,0,57,3.5,20:31,--
Barclay Goodrow,20182019,SJS,L,C,82,7,10,17,4,76,0.21,6,16,0,0,1,1,0,3,84,8.3,11:01,53.7
Travis Dermott,20182019,TOR,L,D,64,4,13,17,-5,22,0.27,4,17,0,0,0,0,0,0,98,4.1,17:18,--
Cedric Paquette,20182019,TBL,L,C,80,13,4,17,7,80,0.21,11,15,0,0,2,2,0,1,87,14.9,12:00,52.6
Zach Aston-Reese,20182019,PIT,L,L,43,8,9,17,12,26,0.4,7,16,0,0,1,1,0,1,76,10.5,13:39,44.4
Jay Bouwmeester,20182019,STL,L,D,78,3,14,17,-3,40,0.22,3,17,0,0,0,0,0,1,82,3.7,20:44,--
Darren Helm,20182019,DET,L,L,61,7,10,17,-11,20,0.28,6,13,0,0,1,4,0,0,107,6.5,14:34,44.4
Brett Kulak,20182019,MTL,L,D,57,6,11,17,12,31,0.3,5,16,0,0,1,1,0,3,102,5.9,17:51,--
Sven Andrighetto,20182019,COL,L,R,64,7,10,17,10,14,0.27,7,17,0,0,0,0,0,1,95,7.4,11:04,27.3
Tomas Nosek,20182019,VGK,L,L,68,8,9,17,-10,18,0.25,7,16,0,0,1,1,0,1,116,6.9,12:28,62.1
Ryan Callahan,20182019,TBL,R,R,52,7,10,17,7,14,0.33,6,15,1,1,0,1,0,3,76,9.2,11:08,28.6
Brendan Lemieux,20182019,"WPG,NYR",L,L,63,12,5,17,6,108,0.27,12,17,0,0,0,0,0,1,67,17.9,9:03,35
Matt Benning,20182019,EDM,R,D,70,5,12,17,11,33,0.24,5,15,0,1,0,1,0,0,94,5.3,14:57,--
Andrew Cogliano,20182019,"ANA,DAL",L,C,78,6,11,17,1,22,0.22,5,16,1,1,0,0,0,1,106,5.7,12:35,37.9
Scott Harrington,20182019,CBJ,L,D,73,2,15,17,6,23,0.23,2,17,0,0,0,0,0,0,54,3.7,13:03,--
Erik Cernak,20182019,TBL,R,D,58,5,11,16,25,58,0.28,4,15,1,1,0,0,0,1,107,4.7,19:15,--
Kris Russell,20182019,EDM,L,D,72,3,13,16,5,27,0.22,3,15,0,0,0,1,0,0,63,4.8,20:26,--
Melker Karlsson,20182019,SJS,R,C,79,12,4,16,-1,26,0.2,12,16,0,0,0,0,0,2,79,15.2,11:30,55.6
Dan Girardi,20182019,TBL,R,D,62,4,12,16,6,12,0.26,4,15,0,0,0,1,0,0,75,5.3,17:48,--
Justin Braun,20182019,SJS,R,D,78,2,14,16,-14,35,0.21,2,15,0,1,0,0,0,0,105,1.9,20:18,--
Austin Watson,20182019,NSH,R,L,37,7,9,16,11,39,0.43,6,15,1,1,0,0,0,1,64,10.9,14:30,43.8
Michael Grabner,20182019,ARI,L,L,41,9,7,16,-2,8,0.39,3,7,0,0,6,9,1,1,65,13.9,14:23,41.7
Brayden McNabb,20182019,VGK,L,D,81,4,12,16,11,52,0.2,4,15,0,0,0,1,0,1,84,4.8,19:29,--
Denis Malgin,20182019,FLA,R,C,50,7,9,16,-10,14,0.32,7,15,0,1,0,0,0,0,66,10.6,12:53,39.1
Dennis Cholowski,20182019,DET,L,D,52,7,9,16,-20,16,0.31,3,7,4,9,0,0,0,1,71,9.9,18:15,100
Alex Biega,20182019,VAN,R,D,41,2,14,16,0,22,0.39,2,15,0,1,0,0,0,0,91,2.2,17:40,--
Josh Manson,20182019,ANA,R,D,74,3,13,16,-8,62,0.22,3,15,0,0,0,1,0,0,96,3.1,22:18,--
Tyler Motte,20182019,VAN,L,C,74,9,7,16,-12,10,0.22,7,14,0,0,2,2,0,1,114,7.9,12:46,31.3
Colton Sceviour,20182019,FLA,R,R,59,5,10,15,-2,15,0.25,5,14,0,1,0,0,0,0,116,4.3,12:18,35.5
Nick Holden,20182019,VGK,L,D,61,3,12,15,5,14,0.25,3,13,0,0,0,2,0,0,77,3.9,18:18,--
Warren Foegele,20182019,CAR,L,L,77,10,5,15,-17,20,0.19,10,15,0,0,0,0,0,3,106,9.4,12:30,47.6
Maxime Lajoie,20182019,OTT,L,D,56,7,8,15,-25,20,0.27,3,7,4,8,0,0,0,0,79,8.9,18:54,--
MacKenzie Weegar,20182019,FLA,R,D,64,4,11,15,-3,64,0.23,4,14,0,1,0,0,0,2,79,5.1,16:58,100
Ian Cole,20182019,COL,L,D,71,2,13,15,-1,115,0.21,2,15,0,0,0,0,0,0,82,2.4,19:45,--
Pierre-Edouard Bellemare,20182019,VGK,L,C,76,6,9,15,2,6,0.2,4,13,0,0,2,2,0,0,108,5.6,12:26,54.7
Jon Merrill,20182019,VGK,L,D,57,3,12,15,16,53,0.26,2,14,0,0,1,1,0,0,72,4.2,17:53,--
Justin Schultz,20182019,PIT,R,D,29,2,13,15,0,4,0.52,1,9,1,6,0,0,0,0,47,4.3,20:30,--
Eric Fehr,20182019,MIN,R,C,72,7,8,15,-8,30,0.21,7,14,0,0,0,1,0,0,67,10.5,11:03,51.3
Zdeno Chara,20182019,BOS,L,D,62,5,9,14,22,57,0.23,4,11,1,3,0,0,0,2,99,5.1,21:05,--
Olli Maatta,20182019,PIT,L,D,60,1,13,14,9,12,0.23,0,10,1,4,0,0,0,1,74,1.4,18:35,--
Noel Acciari,20182019,BOS,R,C,72,6,8,14,-3,47,0.19,6,14,0,0,0,0,0,2,99,6.1,12:59,49.6
Johan Larsson,20182019,BUF,L,L,73,6,8,14,-8,37,0.19,5,13,0,0,1,1,0,0,79,7.6,14:18,50.7
Sven Baertschi,20182019,VAN,L,L,26,9,5,14,-9,6,0.54,6,7,3,7,0,0,0,0,43,20.9,15:08,25
Rudolfs Balcers,20182019,OTT,L,L,36,5,9,14,-7,10,0.39,2,10,3,4,0,0,0,1,48,10.4,12:21,14.3
Nikita Zadorov,20182019,COL,L,D,70,7,7,14,19,75,0.2,7,14,0,0,0,0,0,0,100,7,17:12,--
Jake McCabe,20182019,BUF,L,D,59,4,10,14,-4,35,0.24,3,13,0,0,1,1,0,0,64,6.3,18:57,0
Derek Grant,20182019,"PIT,ANA",L,C,56,4,10,14,-6,14,0.25,4,13,0,0,0,1,0,1,74,5.4,11:41,52.6
Joel Eriksson Ek,20182019,MIN,L,C,58,7,7,14,-7,20,0.24,7,14,0,0,0,0,0,2,111,6.3,13:30,45.7
Matt Martin,20182019,NYI,L,L,67,6,8,14,5,53,0.21,6,14,0,0,0,0,0,1,62,9.7,11:26,40
Nikita Zaitsev,20182019,TOR,R,D,81,3,11,14,2,18,0.17,3,14,0,0,0,0,0,0,71,4.2,20:28,--
Calvin de Haan,20182019,CAR,L,D,74,1,13,14,1,20,0.19,1,14,0,0,0,0,0,1,102,1,18:31,0
Brandon Dubinsky,20182019,CBJ,L,C,61,6,8,14,-16,36,0.23,6,13,0,0,0,1,0,0,63,9.5,12:21,57.1
Trevor van Riemsdyk,20182019,CAR,R,D,78,3,11,14,-4,10,0.18,3,14,0,0,0,0,0,1,102,2.9,15:04,--
Frederik Gauthier,20182019,TOR,L,C,70,3,11,14,3,12,0.2,3,14,0,0,0,0,0,0,46,6.5,8:22,53.7
Derek Forbort,20182019,LAK,L,D,81,2,12,14,-13,52,0.17,2,14,0,0,0,0,0,1,75,2.7,20:45,0
John Moore,20182019,BOS,L,D,61,4,9,13,0,26,0.21,2,10,2,3,0,0,0,1,97,4.1,18:46,--
Andrew Mangiapane,20182019,CGY,L,L,44,8,5,13,11,12,0.3,8,13,0,0,0,0,0,1,65,12.3,10:33,66.7
Connor Murphy,20182019,CHI,R,D,52,5,8,13,12,40,0.25,5,13,0,0,0,0,0,1,84,6,19:29,--
Victor Mete,20182019,MTL,L,D,71,0,13,13,17,6,0.18,0,13,0,0,0,0,0,0,65,0,17:46,--
Jack Johnson,20182019,PIT,L,D,82,1,12,13,-4,41,0.16,0,9,1,2,0,2,0,0,86,1.2,19:17,--
Brett Seney,20182019,NJD,L,L,51,5,8,13,-14,31,0.25,5,12,0,1,0,0,0,0,49,10.2,10:20,37.7
Vladimir Sobotka,20182019,BUF,L,C,69,5,8,13,-20,26,0.19,5,12,0,0,0,1,0,0,71,7,14:11,51.9
Sam Gagner,20182019,"VAN,EDM",R,C,32,6,7,13,-6,14,0.41,5,12,1,1,0,0,0,1,68,8.8,14:35,50
Rocco Grimaldi,20182019,NSH,R,R,53,5,8,13,-2,10,0.25,5,13,0,0,0,0,0,0,81,6.2,10:00,57.1
Marco Scandella,20182019,BUF,L,D,63,6,7,13,-13,26,0.21,6,12,0,0,0,1,0,1,83,7.2,17:37,--
Jay Beagle,20182019,VAN,R,C,57,3,10,13,-8,18,0.23,2,12,0,0,1,1,0,0,45,6.7,13:39,56.2
Brendan Smith,20182019,NYR,L,D,63,4,9,13,-7,71,0.21,4,12,0,0,0,1,0,0,66,6.1,15:18,0
Par Lindholm,20182019,"TOR,WPG",L,C,65,1,12,13,5,18,0.2,1,13,0,0,0,0,0,0,65,1.5,11:21,50.1
Troy Terry,20182019,ANA,R,R,32,4,9,13,8,2,0.41,2,7,2,6,0,0,0,0,25,16,13:57,20
Connor Murphy,20182019,CHI,R,D,52,5,8,13,12,40,0.25,5,13,0,0,0,0,0,1,84,6,19:29,--
Jay Beagle,20182019,VAN,R,C,57,3,10,13,-8,18,0.23,2,12,0,0,1,1,0,0,45,6.7,13:39,56.2
Brett Seney,20182019,NJD,L,L,51,5,8,13,-14,31,0.25,5,12,0,1,0,0,0,0,49,10.2,10:20,37.7
Nate Thompson,20182019,"LAK,MTL",L,C,78,5,8,13,-1,17,0.17,5,13,0,0,0,0,0,0,71,7,13:00,53.8
Drew Stafford,20182019,NJD,R,R,57,5,8,13,-7,18,0.23,4,11,1,2,0,0,0,0,77,6.5,12:16,41
Marcus Kruger,20182019,CHI,L,C,74,4,8,12,-2,30,0.16,4,11,0,0,0,1,0,2,74,5.4,10:25,48.1
Kiefer Sherwood,20182019,ANA,R,L,50,6,6,12,1,8,0.24,6,12,0,0,0,0,0,1,60,10,11:22,43.8
Christian Wolanin,20182019,OTT,L,D,30,4,8,12,3,6,0.4,4,9,0,3,0,0,0,1,36,11.1,17:20,--
Jayce Hawryluk,20182019,FLA,R,C,42,7,5,12,-8,16,0.29,7,11,0,1,0,0,0,0,35,20,9:26,73.7
Nathan Beaulieu,20182019,"BUF,WPG",L,D,48,3,9,12,6,39,0.25,3,11,0,1,0,0,0,0,60,5,15:30,--
Tage Thompson,20182019,BUF,R,R,65,7,5,12,-22,20,0.18,6,11,1,1,0,0,0,0,108,6.5,12:08,50
Christopher Tanev,20182019,VAN,R,D,55,2,10,12,3,18,0.22,2,12,0,0,0,0,0,0,51,3.9,20:10,--
Adam Gaudette,20182019,VAN,R,C,56,5,7,12,-8,18,0.21,5,10,0,2,0,0,0,1,55,9.1,10:57,40.4
Derrick Pouliot,20182019,VAN,L,D,62,3,9,12,-1,30,0.19,2,11,1,1,0,0,1,1,58,5.2,17:10,--
Tyler Pitlick,20182019,DAL,R,C,47,8,4,12,-2,6,0.26,7,11,1,1,0,0,0,1,75,10.7,13:23,41.7
Brad Hunt,20182019,"VGK,MIN",L,D,42,5,7,12,-2,8,0.29,1,4,4,8,0,0,0,1,75,6.7,14:53,--
Riley Nash,20182019,CBJ,R,C,78,3,9,12,-8,19,0.15,3,12,0,0,0,0,0,1,79,3.8,10:50,45.1
Jamie Oleksiak,20182019,"PIT,DAL",L,D,57,4,8,12,5,45,0.21,4,12,0,0,0,0,0,0,55,7.3,14:44,--
Jean-Gabriel Pageau,20182019,OTT,R,C,39,4,8,12,-12,14,0.31,4,12,0,0,0,0,0,0,83,4.8,17:51,53.9
Joakim Nordstrom,20182019,BOS,L,C,70,7,5,12,0,13,0.17,7,12,0,0,0,0,1,3,103,6.8,13:29,38.4
Deryk Engelland,20182019,VGK,R,D,74,2,10,12,-3,18,0.16,2,12,0,0,0,0,0,1,105,1.9,19:53,--
Henri Jokiharju,20182019,CHI,R,D,38,0,12,12,-7,16,0.32,0,11,0,1,0,0,0,0,62,0,18:59,--
Trevor Lewis,20182019,LAK,R,C,44,3,9,12,-9,9,0.27,3,12,0,0,0,0,0,1,87,3.5,14:01,46
Taylor Fedun,20182019,DAL,R,D,54,4,7,11,2,14,0.2,4,8,0,2,0,1,0,0,86,4.7,13:51,--
Andrew Ladd,20182019,NYI,L,L,26,3,8,11,3,16,0.42,3,10,0,0,0,1,0,0,34,8.8,13:51,40
Ty Rattie,20182019,EDM,R,R,50,4,7,11,-2,4,0.22,4,10,0,1,0,0,0,1,84,4.8,11:21,33.3
Tobias Rieder,20182019,EDM,L,L,67,0,11,11,-8,8,0.16,0,9,0,2,0,0,0,0,92,0,12:39,20
Matt Luff,20182019,LAK,R,R,33,8,3,11,-2,9,0.33,7,10,1,1,0,0,0,2,45,17.8,11:07,25
Chandler Stephenson,20182019,WSH,L,C,64,5,6,11,-13,0,0.17,4,10,0,0,1,1,0,0,36,13.9,12:07,49.5
Mark Pysyk,20182019,FLA,R,D,70,1,10,11,-1,26,0.16,1,10,0,0,0,1,0,0,64,1.6,18:16,--
Connor Carrick,20182019,"DAL,NJD",R,D,34,2,9,11,-13,19,0.32,2,10,0,1,0,0,0,1,42,4.8,16:48,--
Greg McKegg,20182019,CAR,L,C,41,6,5,11,-2,8,0.27,6,11,0,0,0,0,0,1,27,22.2,10:40,51.1
Joel Edmundson,20182019,STL,L,D,64,2,9,11,8,68,0.17,2,11,0,0,0,0,0,1,102,2,19:23,0
Dale Weise,20182019,"PHI,MTL",R,R,51,5,6,11,-8,19,0.22,4,10,0,0,1,1,0,1,58,8.6,11:47,37.5
Sam Steel,20182019,ANA,L,C,22,6,5,11,2,8,0.5,5,8,0,2,1,1,0,0,33,18.2,14:58,49.1
Mike Reilly,20182019,MTL,L,D,57,3,8,11,0,16,0.19,2,10,1,1,0,0,0,1,101,3,18:41,--
Mirco Mueller,20182019,NJD,L,D,53,1,10,11,-3,17,0.21,1,11,0,0,0,0,0,0,39,2.6,18:04,--
Lukas Radil,20182019,SJS,R,C,36,7,4,11,7,6,0.31,7,11,0,0,0,0,0,2,40,17.5,10:41,66.7
Robert Bortuzzo,20182019,STL,R,D,59,2,8,10,9,47,0.17,2,9,0,0,0,1,0,0,75,2.7,15:28,--
Madison Bowey,20182019,"WSH,DET",R,D,50,2,8,10,-1,46,0.2,2,10,0,0,0,0,0,1,48,4.2,15:16,--
Tim Schaller,20182019,VAN,L,L,47,3,7,10,-2,9,0.21,3,10,0,0,0,0,0,0,44,6.8,10:40,50
Dryden Hunt,20182019,FLA,L,L,31,3,7,10,0,8,0.32,3,10,0,0,0,0,0,0,53,5.7,11:04,0
Kevin Rooney,20182019,NJD,L,C,41,6,4,10,-4,15,0.24,5,9,0,0,1,1,0,1,39,15.4,12:37,49.3
Mason Appleton,20182019,WPG,R,C,36,3,7,10,9,4,0.28,3,10,0,0,0,0,0,1,29,10.3,8:12,0
Valeri Nichushkin,20182019,DAL,L,R,57,0,10,10,-4,0,0.18,0,10,0,0,0,0,0,0,65,0,11:55,50
Teddy Blueger,20182019,PIT,L,C,28,6,4,10,7,15,0.36,5,7,0,0,1,3,0,1,33,18.2,11:03,44.6
Patrik Nemeth,20182019,COL,L,D,74,1,9,10,5,53,0.14,1,9,0,0,0,1,0,0,57,1.8,16:29,--
Christian Djoos,20182019,WSH,L,D,45,1,9,10,9,4,0.22,1,10,0,0,0,0,0,0,33,3,13:34,--
Erik Gudbranson,20182019,"VAN,PIT",R,D,76,2,8,10,-20,87,0.13,2,9,0,0,0,1,0,1,94,2.1,18:14,--
Brandon Carlo,20182019,BOS,R,D,72,2,8,10,22,47,0.14,2,8,0,0,0,2,0,0,116,1.7,20:55,100
Sean Walker,20182019,LAK,R,D,39,3,7,10,-8,8,0.26,2,9,1,1,0,0,0,0,55,5.5,15:26,--
Matthew Peca,20182019,MTL,L,C,39,3,7,10,-14,4,0.26,3,9,0,0,0,1,0,0,35,8.6,10:31,47.3
Niklas Hjalmarsson,20182019,ARI,L,D,82,0,10,10,8,44,0.12,0,8,0,0,0,2,0,0,57,0,19:42,--
Michael Del Zotto,20182019,"VAN,ANA,STL",L,D,42,1,9,10,-2,8,0.24,1,10,0,0,0,0,0,0,45,2.2,17:02,--
Christian Jaros,20182019,OTT,R,D,61,1,9,10,-14,27,0.16,1,8,0,2,0,0,0,0,65,1.5,14:22,--
Corey Perry,20182019,ANA,R,R,31,6,4,10,-16,27,0.32,4,6,2,4,0,0,0,1,59,10.2,14:49,0
Boo Nieves,20182019,NYR,L,C,43,4,6,10,-4,8,0.23,4,10,0,0,0,0,0,1,34,11.8,9:39,38.8
Chris Kunitz,20182019,CHI,L,L,56,5,5,10,-7,23,0.18,5,10,0,0,0,0,0,1,44,11.4,9:04,28.6
William Carrier,20182019,VGK,L,L,54,8,1,9,-4,29,0.17,8,9,0,0,0,0,0,1,85,9.4,9:57,--
Radim Simek,20182019,SJS,L,D,41,1,8,9,7,8,0.22,1,9,0,0,0,0,0,1,41,2.4,15:13,--
Roman Polak,20182019,DAL,R,D,77,1,8,9,6,69,0.12,1,9,0,0,0,0,0,0,77,1.3,19:10,--
Kyle Brodziak,20182019,EDM,R,C,70,6,3,9,-14,33,0.13,5,8,0,0,1,1,0,2,74,8.1,11:42,52
Mario Kempe,20182019,ARI,L,R,52,4,5,9,5,18,0.17,4,9,0,0,0,0,0,0,57,7,11:11,38.3
Ryan Spooner,20182019,"NYR,EDM,VAN",L,C,52,3,6,9,-12,2,0.17,3,8,0,1,0,0,0,1,67,4.5,11:26,52.2
Victor Rask,20182019,"CAR,MIN",L,C,49,3,6,9,-4,8,0.18,3,7,0,2,0,0,0,0,55,5.5,12:06,47.4
Jacob de la Rose,20182019,DET,L,L,60,3,6,9,-13,16,0.15,3,9,0,0,0,0,0,0,55,5.5,11:26,42.4
Jakob Forsbacka Karlsson,20182019,BOS,R,C,28,3,6,9,1,2,0.32,3,8,0,1,0,0,0,0,21,14.3,11:48,42
Ben Lovejoy,20182019,"NJD,DAL",R,D,71,2,7,9,-1,37,0.13,2,9,0,0,0,0,0,0,95,2.1,17:05,--
Gustav Forsling,20182019,CHI,L,D,43,3,6,9,-9,30,0.21,3,9,0,0,0,0,0,0,57,5.3,17:05,--
Drake Batherson,20182019,OTT,R,R,20,3,6,9,-2,6,0.45,1,6,2,3,0,0,0,2,18,16.7,13:25,75
Brooks Orpik,20182019,WSH,L,D,53,2,7,9,8,32,0.17,2,9,0,0,0,0,0,0,43,4.7,15:40,--
Tom Kuhnhackl,20182019,NYI,L,R,36,4,5,9,1,10,0.25,4,8,0,0,0,1,0,0,30,13.3,12:41,0
Andrew MacDonald,20182019,PHI,L,D,47,0,9,9,-5,18,0.19,0,7,0,0,0,2,0,0,41,0,16:24,--
Jesse Puljujarvi,20182019,EDM,R,R,46,4,5,9,-14,16,0.2,4,8,0,1,0,0,0,0,53,7.6,11:57,50
Christoffer Ehn,20182019,DET,L,C,60,3,6,9,-5,6,0.15,2,8,0,0,1,1,0,1,49,6.1,10:37,47.5
Gabriel Bourque,20182019,COL,L,L,55,2,6,8,3,10,0.15,2,7,0,0,0,1,0,1,34,5.9,9:44,35
Oliver Kylington,20182019,CGY,L,D,38,3,5,8,3,10,0.21,3,8,0,0,0,0,0,1,21,14.3,12:25,--
Dmitrij Jaskin,20182019,WSH,L,R,37,2,6,8,-5,6,0.22,2,8,0,0,0,0,0,0,48,4.2,10:05,0
Garrett Wilson,20182019,PIT,L,L,50,2,6,8,2,18,0.16,2,8,0,0,0,0,0,0,54,3.7,7:37,42.9
Ryan Kesler,20182019,ANA,R,C,60,5,3,8,-19,44,0.13,4,5,1,3,0,0,0,1,86,5.8,16:30,55.7
Saku Maenalanen,20182019,CAR,L,R,34,4,4,8,0,20,0.24,4,8,0,0,0,0,0,0,36,11.1,9:26,28.6
Bogdan Kiselevich,20182019,FLA,L,D,32,0,8,8,-3,12,0.25,0,8,0,0,0,0,0,0,14,0,14:51,--
Colby Cave,20182019,"BOS,EDM",L,C,53,3,5,8,-5,16,0.15,3,8,0,0,0,0,0,1,58,5.2,12:19,50.1
Trevor Daley,20182019,DET,L,D,44,2,6,8,-3,12,0.18,1,7,0,0,1,1,0,1,47,4.3,18:34,--
Devante Smith-Pelly,20182019,WSH,R,R,54,4,4,8,-6,15,0.15,4,8,0,0,0,0,0,0,60,6.7,10:51,39
Trevor Moore,20182019,TOR,L,C,25,2,6,8,1,2,0.32,2,8,0,0,0,0,0,0,26,7.7,9:06,--
Yannick Weber,20182019,NSH,R,D,62,2,6,8,7,18,0.13,2,8,0,0,0,0,0,0,67,3,11:55,--
Jason Demers,20182019,ARI,R,D,35,2,6,8,9,12,0.23,2,7,0,1,0,0,0,2,39,5.1,20:00,--
Kevin Connauton,20182019,ARI,L,D,50,1,7,8,-2,22,0.16,1,6,0,0,0,2,0,0,75,1.3,18:21,--
Dylan Sikura,20182019,CHI,L,C,33,0,8,8,2,0,0.24,0,8,0,0,0,0,0,0,52,0,11:17,0
JT Brown,20182019,MIN,R,R,56,3,5,8,0,29,0.14,3,8,0,0,0,0,0,0,56,5.4,9:10,27.8
Antti Suomela,20182019,SJS,L,C,27,3,5,8,1,4,0.3,3,8,0,0,0,0,0,0,42,7.1,11:19,44.5
Stefan Noesen,20182019,NJD,R,R,41,3,5,8,-19,28,0.2,3,8,0,0,0,0,0,0,64,4.7,12:44,41.1
Jan Rutta,20182019,"CHI,TBL",R,D,37,2,6,8,4,16,0.22,2,8,0,0,0,0,0,0,42,4.8,15:36,--
Igor Ozhiganov,20182019,TOR,R,D,53,3,4,7,0,14,0.13,3,7,0,0,0,0,0,0,43,7,14:01,--
Egor Yakovlev,20182019,NJD,L,D,25,2,5,7,-6,6,0.28,2,7,0,0,0,0,0,0,24,8.3,15:40,--
Nick Seeler,20182019,MIN,L,D,71,2,5,7,-4,64,0.1,2,7,0,0,0,0,0,1,67,3,12:20,--
Joe Morrow,20182019,WPG,L,D,41,1,6,7,0,20,0.17,1,7,0,0,0,0,0,0,40,2.5,13:58,--
Michael Dal Colle,20182019,NYI,L,L,28,3,4,7,3,2,0.25,3,7,0,0,0,0,0,2,34,8.8,12:07,0
Phil Varone,20182019,PHI,L,C,47,3,4,7,-2,8,0.15,3,7,0,0,0,0,0,0,34,8.8,7:55,49.7
Greg Pateryn,20182019,MIN,R,D,80,1,6,7,-11,41,0.09,1,7,0,0,0,0,0,0,100,1,17:07,0
Matt Irwin,20182019,NSH,L,D,44,1,6,7,5,38,0.16,1,7,0,0,0,0,0,0,50,2,11:18,--
Kevan Miller,20182019,BOS,R,D,39,0,7,7,8,35,0.18,0,7,0,0,0,0,0,0,32,0,17:45,--
Miikka Salomaki,20182019,NSH,L,R,37,3,4,7,5,8,0.19,3,7,0,0,0,0,0,0,51,5.9,10:27,28.6
Markus Hannikainen,20182019,CBJ,L,L,44,4,3,7,-5,2,0.16,4,7,0,0,0,0,0,1,52,7.7,9:29,0
Joe Morrow,20182019,WPG,L,D,41,1,6,7,0,20,0.17,1,7,0,0,0,0,0,0,40,2.5,13:58,--
Igor Ozhiganov,20182019,TOR,R,D,53,3,4,7,0,14,0.13,3,7,0,0,0,0,0,0,43,7,14:01,--
Christian Dvorak,20182019,ARI,L,C,20,2,5,7,-2,2,0.35,1,6,1,1,0,0,0,1,25,8,14:23,55.3
Carl Gunnarsson,20182019,STL,L,D,25,3,4,7,8,6,0.28,3,6,0,0,0,1,0,1,21,14.3,15:56,--
Nick Seeler,20182019,MIN,L,D,71,2,5,7,-4,64,0.1,2,7,0,0,0,0,0,1,67,3,12:20,--
Adam McQuaid,20182019,"NYR,CBJ",R,D,50,3,4,7,2,42,0.14,3,6,0,0,0,1,0,1,28,10.7,15:47,--
Christian Folin,20182019,"PHI,MTL",R,D,45,0,6,6,6,27,0.13,0,6,0,0,0,0,0,0,47,0,15:40,100
Peter Cehlarik,20182019,BOS,L,L,20,4,2,6,3,6,0.3,3,5,1,1,0,0,0,1,30,13.3,12:36,0
Martin Frk,20182019,DET,R,R,30,1,5,6,-9,4,0.2,0,5,1,1,0,0,0,0,28,3.6,9:11,--
Carl Dahlstrom,20182019,CHI,L,D,38,0,6,6,9,6,0.16,0,5,0,0,0,1,0,0,42,0,18:36,--
Jean-Sebastien Dea,20182019,"NJD,PIT",R,C,23,4,2,6,0,8,0.26,4,6,0,0,0,0,0,1,29,13.8,10:15,51
Juho Lammikko,20182019,FLA,L,C,40,0,6,6,-7,6,0.15,0,5,0,0,0,1,0,0,39,0,10:56,42.8
Lukas Sedlak,20182019,CBJ,L,C,47,4,2,6,-5,10,0.13,4,6,0,0,0,0,0,0,43,9.3,9:00,49.4
Brandon Sutter,20182019,VAN,R,C,26,4,2,6,-12,6,0.23,2,4,1,1,1,1,0,0,43,9.3,17:28,48.5
Sheldon Dries,20182019,COL,L,C,40,3,3,6,-7,26,0.15,2,5,0,0,1,1,0,0,44,6.8,9:04,50.4
Robby Fabbri,20182019,STL,L,C,32,2,4,6,-4,6,0.19,2,6,0,0,0,0,0,1,43,4.7,12:39,28.6
