Player,Season,Team,S/C,Pos,GP,G,A,P,+/-,PIM,P/GP,EVG,EVP,PPG,PPP,SHG,SHP,OTG,GWG,S,S%,TOI/GP,FOW%
Pat Maroon,20142015,ANA,L,L,71,9,25,34,-5,82,0.48,8,27,1,7,0,0,0,1,120,7.5,14:17,33.3
Kris Versteeg,20142015,CHI,R,R,61,14,20,34,11,35,0.56,12,29,2,5,0,0,0,1,134,10.5,15:51,31.3
Teddy Purcell,20142015,EDM,R,L,82,12,22,34,-33,24,0.41,7,22,5,12,0,0,0,0,146,8.2,17:10,57.1
Darren Helm,20142015,DET,L,L,75,15,18,33,7,12,0.44,10,24,3,7,2,2,0,1,160,9.4,15:50,53
Victor Rask,20142015,CAR,L,C,80,11,22,33,-14,16,0.41,9,22,2,11,0,0,0,2,172,6.4,16:20,51
Ryan McDonagh,20142015,NYR,L,D,71,8,25,33,23,26,0.46,5,18,3,12,0,3,0,2,148,5.4,23:08,--
Brandon Sutter,20142015,PIT,R,C,80,21,12,33,6,14,0.41,14,24,3,5,4,4,0,4,180,11.7,17:19,50.6
Nail Yakupov,20142015,EDM,L,R,81,14,19,33,-35,18,0.41,9,23,5,10,0,0,0,1,191,7.3,15:27,0
Jannik Hansen,20142015,VAN,R,R,81,16,17,33,-6,27,0.41,15,30,0,0,1,3,0,2,145,11,13:58,16.7
Mike Santorelli,20142015,"TOR,NSH",R,C,79,12,21,33,0,14,0.42,11,29,0,2,1,2,0,2,145,8.3,14:23,46.2
Travis Hamonic,20142015,NYI,R,D,71,5,28,33,15,85,0.46,4,25,1,8,0,0,0,0,132,3.8,21:47,--
Eric Fehr,20142015,WSH,R,C,75,19,14,33,8,20,0.44,17,31,1,1,1,1,2,4,142,13.4,14:51,52
Alexandre Burrows,20142015,VAN,L,R,70,18,15,33,0,68,0.47,13,24,4,8,1,1,0,3,145,12.4,15:29,42.9
Matt Beleskey,20142015,ANA,L,L,65,22,10,32,13,39,0.49,18,28,4,4,0,0,0,8,145,15.2,14:29,42.1
Martin Erat,20142015,ARI,L,R,79,9,23,32,-16,48,0.41,6,26,3,6,0,0,0,1,91,9.9,15:52,0
Steve Bernier,20142015,NJD,R,R,67,16,16,32,2,28,0.48,12,24,4,8,0,0,0,2,107,15,12:56,50
Jonathan Drouin,20142015,TBL,L,L,70,4,28,32,3,34,0.46,1,26,3,6,0,0,0,0,76,5.3,13:14,52.4
Michael Del Zotto,20142015,PHI,L,D,64,10,22,32,-5,34,0.5,8,23,1,8,1,1,0,4,119,8.4,21:55,--
Derek Roy,20142015,"NSH,EDM",L,C,72,12,20,32,-13,24,0.44,8,25,4,7,0,0,0,2,113,10.6,15:40,44.8
Ales Hemsky,20142015,DAL,R,R,76,11,21,32,-8,16,0.42,10,24,1,8,0,0,1,1,140,7.9,13:38,--
Jeff Skinner,20142015,CAR,L,L,77,18,13,31,-24,18,0.4,14,24,4,7,0,0,0,2,235,7.7,16:03,45.7
Mark Arcobello,20142015,"EDM,NSH,PIT,ARI",R,R,77,17,14,31,-10,20,0.4,16,26,1,4,0,1,1,2,129,13.2,14:48,50.2
David Krejci,20142015,BOS,R,C,47,7,24,31,7,22,0.66,5,22,1,8,1,1,0,1,70,10,18:10,53.2
Justin Fontaine,20142015,MIN,R,R,71,9,22,31,13,12,0.44,9,29,0,2,0,0,0,2,104,8.7,11:57,50
Danny DeKeyser,20142015,DET,L,D,80,2,29,31,11,42,0.39,2,25,0,6,0,0,0,1,89,2.3,20:56,--
Nikolay Kulemin,20142015,NYI,L,L,82,15,16,31,7,21,0.38,12,27,0,0,3,4,0,0,115,13,14:52,29.2
Tomas Hertl,20142015,SJS,L,C,82,13,18,31,-5,16,0.38,10,25,3,6,0,0,0,4,145,9,14:33,45.8
Blake Comeau,20142015,PIT,R,L,61,16,15,31,6,65,0.51,16,30,0,1,0,0,2,5,147,10.9,15:17,77.8
Justin Schultz,20142015,EDM,R,D,81,6,25,31,-17,12,0.38,6,19,0,12,0,0,0,1,122,4.9,22:37,100
Matt Niskanen,20142015,WSH,R,D,82,4,27,31,7,47,0.38,2,20,2,10,0,1,0,0,117,3.4,22:21,--
Alexander Edler,20142015,VAN,L,D,74,8,23,31,13,54,0.42,3,17,5,14,0,0,1,2,175,4.6,23:59,0
Jiri Tlusty,20142015,"CAR,WPG",L,L,72,14,17,31,-18,20,0.43,8,21,6,10,0,0,0,0,123,11.4,16:01,33.3
Rickard Rakell,20142015,ANA,R,L,71,9,22,31,6,10,0.44,7,22,2,9,0,0,0,1,105,8.6,12:34,46.6
Brent Seabrook,20142015,CHI,R,D,82,8,23,31,-3,27,0.38,4,15,4,15,0,1,0,2,181,4.4,22:11,--
Jason Garrison,20142015,TBL,L,D,70,4,26,30,27,19,0.43,3,19,1,11,0,0,0,3,111,3.6,20:01,--
Zemgus Girgensons,20142015,BUF,L,L,61,15,15,30,-16,25,0.49,11,23,1,4,3,3,0,1,115,13,19:05,44
David Jones,20142015,CGY,R,R,67,14,16,30,-3,18,0.45,12,28,2,2,0,0,0,1,114,12.3,14:20,48.4
Matt Read,20142015,PHI,R,R,80,8,22,30,-4,14,0.38,6,24,2,5,0,1,0,2,142,5.6,17:34,52.4
Vernon Fiddler,20142015,DAL,L,C,80,13,16,29,-5,34,0.36,9,24,3,3,1,2,0,2,132,9.9,13:08,51.9
Shawn Horcoff,20142015,DAL,L,C,76,11,18,29,9,27,0.38,7,24,4,5,0,0,0,1,82,13.4,13:01,50.2
Dion Phaneuf,20142015,TOR,L,D,70,3,26,29,-11,108,0.41,1,13,2,15,0,1,0,1,138,2.2,23:43,--
Kyle Palmieri,20142015,ANA,R,R,57,14,15,29,-2,37,0.51,9,18,5,11,0,0,1,4,112,12.5,14:06,50
Morgan Rielly,20142015,TOR,L,D,81,8,21,29,-16,14,0.36,7,20,1,9,0,0,0,0,148,5.4,20:20,--
Andrew Cogliano,20142015,ANA,L,C,82,15,14,29,5,14,0.35,12,26,0,0,3,3,0,2,134,11.2,14:36,32.7
Dale Weise,20142015,MTL,R,R,79,10,19,29,21,34,0.37,10,29,0,0,0,0,0,1,91,11,12:11,41.7
Joe Colborne,20142015,CGY,L,C,64,8,20,28,7,43,0.44,6,22,1,5,1,1,0,1,67,11.9,15:25,52.4
Michael Raffl,20142015,PHI,L,L,67,21,7,28,6,34,0.42,18,25,2,2,1,1,0,2,134,15.7,14:12,45.4
Bryan Bickell,20142015,CHI,L,L,80,14,14,28,5,38,0.35,13,25,1,3,0,0,0,3,113,12.4,12:05,0
Mikkel Boedker,20142015,ARI,L,L,45,14,14,28,-10,6,0.62,11,16,3,12,0,0,0,2,79,17.7,17:29,0
Tyler Myers,20142015,"BUF,WPG",R,D,71,7,21,28,-6,77,0.39,5,20,2,6,0,2,0,0,124,5.7,24:38,--
Steve Downie,20142015,PIT,R,R,72,14,14,28,2,238,0.39,11,23,3,5,0,0,0,2,104,13.5,12:26,50
Nathan Gerbe,20142015,CAR,L,C,78,10,18,28,-14,34,0.36,8,20,2,8,0,0,0,2,235,4.3,16:27,60
Lee Stempniak,20142015,"NYR,WPG",R,R,71,15,13,28,8,20,0.39,15,27,0,1,0,0,0,3,115,13,12:43,37.5
Chris Kelly,20142015,BOS,L,C,80,7,21,28,6,48,0.35,6,26,0,0,1,2,0,2,112,6.3,15:08,48.6
Matt Nieto,20142015,SJS,L,L,72,10,17,27,-12,20,0.38,9,22,1,4,0,1,0,1,135,7.4,15:15,0
Artem Anisimov,20142015,CBJ,L,C,52,7,20,27,-6,8,0.52,7,20,0,4,0,3,1,2,88,8,16:23,44.5
Lars Eller,20142015,MTL,L,C,77,15,12,27,-6,42,0.35,14,23,1,2,0,2,1,7,150,10,15:30,51.7
Dustin Brown,20142015,LAK,R,R,82,11,16,27,-17,26,0.33,10,21,1,6,0,0,0,3,189,5.8,16:31,42.9
Brian Campbell,20142015,FLA,L,D,82,3,24,27,4,22,0.33,2,15,1,12,0,0,0,0,118,2.5,23:13,--
Ryan Ellis,20142015,NSH,R,D,58,9,18,27,8,27,0.47,7,21,2,6,0,0,0,0,118,7.6,18:59,--
Seth Jones,20142015,NSH,R,D,82,8,19,27,3,20,0.33,5,15,2,11,1,1,0,0,123,6.5,19:53,--
David Legwand,20142015,OTT,L,C,80,9,18,27,1,32,0.34,3,13,6,12,0,2,0,0,91,9.9,13:54,46.6
Mikael Backlund,20142015,CGY,L,C,52,10,17,27,4,14,0.52,8,24,0,1,2,2,1,2,103,9.7,17:45,48.3
Nick Spaling,20142015,PIT,L,C,82,9,18,27,-2,26,0.33,8,26,1,1,0,0,0,0,90,10,15:14,48.3
Shawn Matthias,20142015,VAN,L,L,78,18,9,27,-3,16,0.35,17,25,1,1,0,1,0,0,132,13.6,13:06,44.9
Patrick Eaves,20142015,DAL,R,R,47,14,13,27,12,8,0.57,8,18,6,9,0,0,0,2,91,15.4,13:43,40
Patrik Berglund,20142015,STL,L,C,77,12,15,27,-2,26,0.35,12,26,0,1,0,0,0,0,145,8.3,14:35,48.6
Tomas Fleischmann,20142015,"FLA,ANA",L,L,66,8,19,27,12,12,0.41,8,26,0,1,0,0,0,1,131,6.1,14:42,28.6
David Pastrnak,20142015,BOS,R,R,46,10,17,27,12,8,0.59,8,24,2,3,0,0,1,3,93,10.8,13:58,29.4
Dominic Moore,20142015,NYR,L,C,82,10,17,27,5,28,0.33,8,24,0,1,2,2,0,3,116,8.6,13:49,54.5
Kevin Klein,20142015,NYR,R,D,65,9,17,26,24,25,0.4,9,26,0,0,0,0,2,4,76,11.8,18:29,0
Dwight King,20142015,LAK,L,L,81,13,13,26,-3,21,0.32,13,24,0,1,0,1,0,1,127,10.2,14:24,60
Jason Zucker,20142015,MIN,L,L,51,21,5,26,-9,18,0.51,19,24,1,1,1,1,0,3,124,16.9,15:04,28.6
Andrew Shaw,20142015,CHI,R,R,79,15,11,26,-8,67,0.33,10,20,5,6,0,0,0,2,146,10.3,14:57,50.1
John Mitchell,20142015,COL,L,C,68,11,15,26,-9,32,0.38,7,21,3,4,1,1,0,1,105,10.5,15:51,50.9
Colton Sceviour,20142015,DAL,R,R,71,9,17,26,1,13,0.37,9,22,0,4,0,0,0,2,113,8,12:43,42.3
Alex Chiasson,20142015,OTT,R,R,76,11,15,26,-5,67,0.34,8,19,3,6,0,1,0,1,105,10.5,13:23,14.3
Leo Komarov,20142015,TOR,L,R,62,8,18,26,0,18,0.42,7,22,0,1,1,3,0,1,84,9.5,14:42,49.5
Riley Nash,20142015,CAR,R,C,68,8,17,25,-10,12,0.37,7,19,1,6,0,0,0,0,94,8.5,16:19,50.9
Jared Spurgeon,20142015,MIN,R,D,66,9,16,25,3,6,0.38,6,19,3,6,0,0,0,2,128,7,22:37,--
Bo Horvat,20142015,VAN,L,C,68,13,12,25,-8,16,0.37,12,24,0,0,1,1,0,1,93,14,12:16,51.4
Trevor Lewis,20142015,LAK,R,C,73,9,16,25,8,14,0.34,8,24,0,0,1,1,0,2,143,6.3,14:06,42.9
Ryan Garbutt,20142015,DAL,L,C,67,8,17,25,-9,55,0.37,7,24,0,0,1,1,0,2,143,5.6,13:34,64
Stephen Weiss,20142015,DET,L,C,52,9,16,25,-2,16,0.48,6,16,3,9,0,0,0,1,52,17.3,11:21,47.6
Derek Dorsett,20142015,VAN,R,R,79,7,18,25,4,175,0.32,5,23,0,0,2,2,0,3,89,7.9,12:03,43.8
Peter Holland,20142015,TOR,L,C,62,11,14,25,0,31,0.4,9,20,1,3,1,2,0,3,93,11.8,14:31,45.6
Jason Demers,20142015,"SJS,DAL",R,D,81,5,20,25,-3,71,0.31,3,20,2,5,0,0,0,2,99,5.1,19:08,--
Antoine Roussel,20142015,DAL,L,L,80,13,12,25,-20,148,0.31,13,22,0,3,0,0,0,1,113,11.5,14:31,17.7
Travis Zajac,20142015,NJD,R,C,74,11,14,25,-3,29,0.34,5,16,4,7,2,2,0,0,112,9.8,19:04,53.4
Matt Cullen,20142015,NSH,L,C,62,7,18,25,8,16,0.4,7,21,0,4,0,0,0,1,90,7.8,13:01,54
Linden Vey,20142015,VAN,R,R,75,10,14,24,-3,18,0.32,6,18,4,6,0,0,0,2,61,16.4,13:10,42.8
Melker Karlsson,20142015,SJS,R,C,53,13,11,24,-3,20,0.45,12,23,1,1,0,0,0,2,100,13,15:26,39.4
Adam Larsson,20142015,NJD,R,D,64,3,21,24,2,34,0.38,3,21,0,0,0,3,0,1,91,3.3,20:58,--
Brayden McNabb,20142015,LAK,L,D,71,2,22,24,11,52,0.34,2,19,0,5,0,0,0,1,74,2.7,15:54,100
Linden Vey,20142015,VAN,R,R,75,10,14,24,-3,18,0.32,6,18,4,6,0,0,0,2,61,16.4,13:10,42.8
Brandon Pirri,20142015,FLA,L,C,49,22,2,24,6,14,0.49,15,17,7,7,0,0,0,4,143,15.4,14:46,49.1
Brian Boyle,20142015,TBL,L,C,82,15,9,24,3,54,0.29,12,21,0,0,3,3,0,5,140,10.7,13:00,50.8
Josh Jooris,20142015,CGY,R,R,60,12,12,24,1,16,0.4,8,19,4,5,0,0,1,4,89,13.5,14:30,48.7
Jake Gardiner,20142015,TOR,L,D,79,4,20,24,-23,24,0.3,4,16,0,8,0,0,0,0,100,4,20:58,--
Dan Hamhuis,20142015,VAN,L,D,59,1,22,23,0,44,0.39,0,20,1,3,0,0,0,0,82,1.2,21:32,--
Erik Condra,20142015,OTT,R,R,68,9,14,23,13,30,0.34,8,21,0,0,1,2,0,1,106,8.5,14:27,22.2
Jiri Sekac,20142015,"MTL,ANA",L,L,69,9,14,23,0,22,0.33,7,20,2,3,0,0,0,0,85,10.6,13:34,0
Erik Johnson,20142015,COL,R,D,47,12,11,23,2,33,0.49,9,16,3,6,0,1,0,2,115,10.4,24:25,--
Marc-Edouard Vlasic,20142015,SJS,L,D,70,9,14,23,12,23,0.33,9,20,0,3,0,0,1,3,98,9.2,22:07,--
Andrej Sekera,20142015,"CAR,LAK",L,D,73,3,20,23,-3,14,0.32,2,16,1,6,0,1,0,0,100,3,21:59,--
Marco Scandella,20142015,MIN,L,D,64,11,12,23,8,56,0.36,10,17,1,5,0,1,2,4,112,9.8,21:43,--
Francois Beauchemin,20142015,ANA,L,D,64,11,12,23,17,48,0.36,9,19,2,3,0,1,0,1,110,10,22:45,100
Mason Raymond,20142015,CGY,L,L,57,12,11,23,-8,8,0.4,12,22,0,1,0,0,0,1,123,9.8,14:49,0
Dave Bolland,20142015,FLA,R,C,53,6,17,23,4,48,0.43,5,17,0,5,1,1,0,0,76,7.9,16:21,44.5
Matt Calvert,20142015,CBJ,L,L,56,13,10,23,1,28,0.41,13,22,0,0,0,1,0,3,93,14,16:00,60
Toby Enstrom,20142015,WPG,L,D,60,4,19,23,13,36,0.38,3,16,1,7,0,0,0,0,58,6.9,23:34,--
J.T. Miller,20142015,NYR,L,C,58,10,13,23,5,23,0.4,8,20,2,3,0,0,0,3,92,10.9,12:42,45.4
Adam Lowry,20142015,WPG,L,C,80,11,12,23,1,46,0.29,10,19,0,3,1,1,0,2,104,10.6,13:45,47.2
Simon Despres,20142015,"PIT,ANA",L,D,75,3,20,23,11,86,0.31,3,22,0,1,0,0,1,1,103,2.9,16:52,0
Justin Braun,20142015,SJS,R,D,70,1,22,23,8,48,0.33,1,21,0,2,0,0,0,0,94,1.1,21:02,--
Dmitry Kulikov,20142015,FLA,L,D,73,3,19,22,0,48,0.3,2,15,1,6,0,1,0,0,83,3.6,21:19,--
Vincent Trocheck,20142015,FLA,R,C,50,7,15,22,9,24,0.44,6,21,1,1,0,0,0,0,89,7.9,14:00,48.7
Johan Franzen,20142015,DET,L,R,33,7,15,22,-12,30,0.67,3,11,4,11,0,0,0,3,74,9.5,16:04,33.3
PA Parenteau,20142015,MTL,R,R,56,8,14,22,0,30,0.39,5,18,3,4,0,0,0,1,97,8.3,14:59,38.5
Jacob Trouba,20142015,WPG,R,D,65,7,15,22,2,46,0.34,6,16,1,6,0,0,0,0,133,5.3,23:19,0
Evander Kane,20142015,WPG,L,L,37,10,12,22,-1,56,0.59,5,13,4,6,1,3,0,1,126,7.9,19:19,44.8
John-Michael Liles,20142015,CAR,L,D,57,2,20,22,-9,14,0.39,2,15,0,7,0,0,0,0,90,2.2,19:09,--
Alec Martinez,20142015,LAK,L,D,56,6,16,22,9,10,0.39,5,18,1,4,0,0,0,1,103,5.8,19:56,--
Andy Greene,20142015,NJD,L,D,82,3,19,22,1,20,0.27,3,20,0,1,0,1,0,1,83,3.6,23:33,--
Andre Burakovsky,20142015,WSH,L,L,53,9,13,22,12,10,0.42,7,19,2,3,0,0,0,2,65,13.9,12:55,44.3
Thomas Hickey,20142015,NYI,L,D,81,2,20,22,-12,26,0.27,2,20,0,0,0,2,1,1,82,2.4,18:56,50
Jeff Petry,20142015,"EDM,MTL",R,D,78,7,15,22,-28,42,0.28,6,17,1,4,0,1,0,1,126,5.6,21:15,--
Brad Richardson,20142015,VAN,L,R,45,8,13,21,0,34,0.47,7,19,0,1,1,1,0,1,66,12.1,14:28,47.8
Marko Dano,20142015,CBJ,L,C,35,8,13,21,12,14,0.6,8,21,0,0,0,0,0,1,84,9.5,13:15,43.2
Jay McClement,20142015,CAR,L,C,82,7,14,21,-7,17,0.26,7,21,0,0,0,0,0,2,68,10.3,13:35,55.5
Tobias Rieder,20142015,ARI,L,L,72,13,8,21,-19,14,0.29,10,16,0,2,3,3,0,1,189,6.9,16:54,20
Cody Ceci,20142015,OTT,R,D,81,5,16,21,-4,6,0.26,4,17,1,4,0,0,0,0,130,3.9,19:17,--
Karl Alzner,20142015,WSH,L,D,82,5,16,21,14,20,0.26,5,21,0,0,0,0,0,0,72,6.9,19:26,--
Lauri Korpikoski,20142015,ARI,L,L,69,6,15,21,-27,12,0.3,1,12,5,8,0,1,0,1,82,7.3,15:15,33.3
Chris Tierney,20142015,SJS,L,C,43,6,15,21,3,6,0.49,5,17,1,4,0,0,0,1,48,12.5,12:15,43.9
Joffrey Lupul,20142015,TOR,R,L,55,10,11,21,-10,26,0.38,8,18,2,3,0,0,0,1,97,10.3,15:29,66.7
Yannick Weber,20142015,VAN,R,D,65,11,10,21,4,30,0.32,6,13,5,8,0,0,0,1,117,9.4,17:11,--
Kevin Connauton,20142015,"DAL,CBJ",L,D,62,9,12,21,5,35,0.34,9,18,0,3,0,0,1,4,96,9.4,16:13,--
Zdeno Chara,20142015,BOS,L,D,63,8,12,20,0,42,0.32,4,12,4,5,0,3,0,0,138,5.8,23:21,100
Vincent Lecavalier,20142015,PHI,L,C,57,8,12,20,-7,36,0.35,7,16,1,4,0,0,0,0,103,7.8,12:39,49.7
Dan Girardi,20142015,NYR,R,D,82,4,16,20,12,22,0.24,3,16,1,3,0,1,0,1,111,3.6,22:42,--
Christopher Tanev,20142015,VAN,R,D,70,2,18,20,8,12,0.29,2,18,0,2,0,0,1,1,53,3.8,21:05,--
Devante Smith-Pelly,20142015,"ANA,MTL",R,R,74,6,14,20,-1,24,0.27,5,17,0,1,1,2,0,1,104,5.8,14:17,27.7
Lubomir Visnovsky,20142015,NYI,L,D,53,5,15,20,-3,8,0.38,3,15,2,5,0,0,0,1,85,5.9,19:32,0
Paul Martin,20142015,PIT,L,D,74,3,17,20,17,20,0.27,3,19,0,1,0,0,0,0,61,4.9,22:47,--
Brooks Laich,20142015,WSH,L,C,66,7,13,20,-2,24,0.3,7,18,0,1,0,1,0,2,106,6.6,14:43,43.9
Zach Redmond,20142015,COL,R,D,59,5,15,20,-1,24,0.34,4,14,1,6,0,0,0,1,93,5.4,17:09,--
Alex Wennberg,20142015,CBJ,L,C,68,4,16,20,-19,22,0.29,3,16,1,4,0,0,0,0,85,4.7,15:37,42.7
Marcus Foligno,20142015,BUF,L,L,57,8,12,20,-5,50,0.35,8,18,0,1,0,1,0,0,66,12.1,16:14,43.2
Oscar Klefbom,20142015,EDM,L,D,60,2,18,20,-21,4,0.33,2,18,0,2,0,0,0,0,98,2,22:00,--
Rasmus Ristolainen,20142015,BUF,R,D,78,8,12,20,-32,26,0.26,4,11,4,9,0,0,0,0,121,6.6,20:37,100
Andrej Nestrasil,20142015,"DET,CAR",L,C,54,7,13,20,-1,8,0.37,5,15,2,5,0,0,0,0,82,8.5,13:21,58.5
Marc Staal,20142015,NYR,L,D,80,5,15,20,18,42,0.25,5,18,0,0,0,2,0,0,97,5.2,21:08,50
Zach Bogosian,20142015,"WPG,BUF",R,D,62,3,17,20,-6,78,0.32,3,18,0,2,0,0,0,0,125,2.4,23:40,--
Chris Terry,20142015,CAR,L,L,57,11,9,20,-4,14,0.35,8,16,3,4,0,0,0,0,71,15.5,12:43,54.6
Dan Boyle,20142015,NYR,R,D,65,9,11,20,18,20,0.31,6,12,3,8,0,0,0,3,116,7.8,20:15,--
Jay Beagle,20142015,WSH,R,C,62,10,10,20,6,20,0.32,10,19,0,0,0,1,0,2,84,11.9,12:49,56.5
Kyle Brodziak,20142015,MIN,R,C,73,9,11,20,-6,47,0.27,8,19,0,0,1,1,0,0,86,10.5,13:03,49.2
Anton Lander,20142015,EDM,L,C,38,6,14,20,-12,14,0.53,2,13,4,7,0,0,1,2,61,9.8,15:01,50.1
Mikhail Grabovski,20142015,NYI,L,C,51,9,10,19,3,8,0.37,9,18,0,1,0,0,0,2,81,11.1,14:16,45.8
Sean Bergenheim,20142015,"FLA,MIN",L,L,56,9,10,19,-2,40,0.34,9,17,0,2,0,0,0,2,108,8.3,13:07,33.3
Niklas Hjalmarsson,20142015,CHI,L,D,82,3,16,19,25,44,0.23,3,19,0,0,0,0,0,1,97,3.1,21:53,--
Jason Chimera,20142015,WSH,L,L,77,7,12,19,-1,51,0.25,7,19,0,0,0,0,0,2,96,7.3,12:56,56.6
Eric Gelinas,20142015,NJD,L,D,61,6,13,19,-2,42,0.31,3,10,3,9,0,0,0,2,112,5.4,16:28,--
Brooks Orpik,20142015,WSH,L,D,78,0,19,19,5,66,0.24,0,19,0,0,0,0,0,0,66,0,21:48,--
Cedric Paquette,20142015,TBL,L,C,64,12,7,19,4,51,0.3,10,17,0,0,2,2,0,3,91,13.2,13:37,47.7
Matt Irwin,20142015,SJS,L,D,53,8,11,19,3,18,0.36,7,16,1,3,0,0,0,1,93,8.6,17:01,--
Jean-Gabriel Pageau,20142015,OTT,R,C,50,10,9,19,4,9,0.38,8,17,0,0,2,2,0,2,97,10.3,14:11,49.2
Michael Ryder,20142015,NJD,R,R,47,6,13,19,-1,30,0.4,6,17,0,2,0,0,0,0,89,6.7,14:29,33.3
Alexander Semin,20142015,CAR,R,R,57,6,13,19,-10,32,0.33,6,15,0,4,0,0,0,0,93,6.5,15:55,33.3
Paul Byron,20142015,CGY,L,L,57,6,13,19,-2,8,0.33,5,16,1,1,0,2,0,0,62,9.7,14:28,35.1
Michael Stone,20142015,ARI,R,D,81,3,15,18,-24,60,0.22,3,13,0,5,0,0,0,0,144,2.1,20:52,100
Casey Cizikas,20142015,NYI,L,C,70,9,9,18,-2,24,0.26,7,15,0,1,2,2,0,2,90,10,12:31,52.2
Nate Thompson,20142015,ANA,L,C,80,5,13,18,0,39,0.23,4,17,0,0,1,1,1,3,87,5.8,13:19,52.8
James Sheppard,20142015,"SJS,NYR",L,C,71,7,11,18,-4,37,0.25,7,17,0,1,0,0,0,1,79,8.9,13:15,50.1
Matt Carle,20142015,TBL,L,D,59,4,14,18,12,26,0.31,3,17,1,1,0,0,0,0,73,5.5,20:29,--
Calle Jarnkrok,20142015,NSH,R,C,74,7,11,18,2,18,0.24,7,17,0,0,0,1,0,1,95,7.4,12:51,46.2
Dmitrij Jaskin,20142015,STL,L,R,54,13,5,18,7,16,0.33,10,15,3,3,0,0,0,4,108,12,13:28,42.9
Kyle Quincey,20142015,DET,L,D,73,3,15,18,10,77,0.25,3,17,0,0,0,1,0,0,90,3.3,19:29,--
Ryan Spooner,20142015,BOS,L,C,29,8,10,18,2,2,0.62,5,13,3,5,0,0,1,1,73,11,14:32,45.5
Tomas Jurco,20142015,DET,L,R,63,3,15,18,6,14,0.29,2,16,1,2,0,0,0,0,92,3.3,11:31,0
Brandon Prust,20142015,MTL,L,L,82,4,14,18,6,134,0.22,4,17,0,0,0,1,0,0,78,5.1,12:58,51.6
Max Talbot,20142015,"COL,BOS",L,C,81,5,13,18,-1,29,0.22,5,18,0,0,0,0,0,1,97,5.2,13:37,48.1
Markus Granlund,20142015,CGY,L,C,48,8,10,18,-4,16,0.38,7,16,1,2,0,0,0,1,65,12.3,13:22,36.8
Mattias Ekholm,20142015,NSH,L,D,80,7,11,18,12,52,0.23,6,16,1,2,0,0,1,1,86,8.1,19:01,--
Luke Glendening,20142015,DET,R,C,82,12,6,18,5,34,0.22,11,17,1,1,0,0,0,2,104,11.5,14:43,51.9
Marcus Kruger,20142015,CHI,L,C,81,7,10,17,-5,32,0.21,7,17,0,0,0,0,0,1,126,5.6,13:05,53.3
Richard Panik,20142015,TOR,L,R,76,11,6,17,-8,49,0.22,9,15,2,2,0,0,0,1,87,12.6,11:39,28.6
Damon Severson,20142015,NJD,R,D,51,5,12,17,-13,22,0.33,5,10,0,7,0,0,0,0,93,5.4,21:58,0
Brett Connolly,20142015,"TBL,BOS",R,R,55,12,5,17,3,48,0.31,10,14,2,3,0,0,0,2,83,14.5,12:09,41.9
Matt Stajan,20142015,CGY,L,C,59,7,10,17,7,28,0.29,7,16,0,0,0,1,0,0,46,15.2,12:00,50.3
Boone Jenner,20142015,CBJ,L,C,31,9,8,17,-5,12,0.55,7,12,2,5,0,0,0,2,83,10.8,18:16,49.4
Ian Cole,20142015,"STL,PIT",L,D,74,5,12,17,14,51,0.23,5,16,0,1,0,0,0,0,83,6,15:59,--
Brett Connolly,20142015,"TBL,BOS",R,R,55,12,5,17,3,48,0.31,10,14,2,3,0,0,0,2,83,14.5,12:09,41.9
Richard Panik,20142015,TOR,L,R,76,11,6,17,-8,49,0.22,9,15,2,2,0,0,0,1,87,12.6,11:39,28.6
Jonas Brodin,20142015,MIN,L,D,71,3,14,17,21,8,0.24,3,14,0,2,0,1,0,1,95,3.2,24:10,--
Brian Flynn,20142015,"BUF,MTL",R,C,63,5,12,17,-5,8,0.27,5,14,0,1,0,2,0,0,82,6.1,14:55,47.9
Johan Larsson,20142015,BUF,L,L,39,6,10,16,0,12,0.41,5,12,1,4,0,0,0,0,50,12,14:31,44
Zack Kassian,20142015,VAN,R,R,42,10,6,16,-5,81,0.38,9,15,1,1,0,0,0,3,55,18.2,12:37,0
Taylor Beck,20142015,NSH,R,L,62,8,8,16,-4,18,0.26,6,14,2,2,0,0,0,3,78,10.3,11:56,50
Mike Richards,20142015,LAK,L,C,53,5,11,16,-10,39,0.3,4,13,1,3,0,0,0,1,63,7.9,13:22,48.7
Matt Hendricks,20142015,EDM,L,C,71,8,8,16,-14,76,0.23,7,14,0,1,1,1,0,0,103,7.8,13:09,49.5
Jordie Benn,20142015,DAL,L,D,73,2,14,16,-5,34,0.22,2,14,0,2,0,0,0,0,70,2.9,18:04,0
Matt Dumba,20142015,MIN,R,D,58,8,8,16,13,23,0.28,6,10,2,6,0,0,1,2,86,9.3,15:01,--
Vladislav Namestnikov,20142015,TBL,L,C,43,9,7,16,1,13,0.37,8,14,1,2,0,0,0,3,46,19.6,12:00,45.2
Cal Clutterbuck,20142015,NYI,R,R,76,7,9,16,1,60,0.21,5,12,0,1,2,3,0,4,124,5.7,12:44,66.7
Tanner Pearson,20142015,LAK,L,L,42,12,4,16,14,14,0.38,11,15,1,1,0,0,0,3,68,17.7,13:18,62.5
Jonathan Ericsson,20142015,DET,L,D,82,3,12,15,-5,70,0.18,3,14,0,0,0,1,0,0,82,3.7,19:35,--
Kyle Clifford,20142015,LAK,L,L,80,6,9,15,5,87,0.19,6,15,0,0,0,0,0,1,117,5.1,10:44,33.3
